Datum von;Datum bis;Netzlast [MWh] Berechnete Auflösungen;Netzlast inkl. Pumpspeicher [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen
16.03.2024 15:00;16.03.2024 16:00;53.651,25;56.677,50;3.026,25;10.920,25
16.03.2024 16:00;16.03.2024 17:00;53.057,00;55.115,00;2.058,00;17.334,00
16.03.2024 17:00;16.03.2024 18:00;54.366,00;54.810,00;444,00;27.291,50
16.03.2024 18:00;16.03.2024 19:00;56.716,50;56.719,50;3,00;34.929,50
16.03.2024 19:00;16.03.2024 20:00;56.498,00;56.596,50;98,50;35.643,00
16.03.2024 20:00;16.03.2024 21:00;53.470,75;53.477,25;6,50;33.265,75
16.03.2024 21:00;16.03.2024 22:00;50.614,50;50.636,75;22,25;32.181,00
16.03.2024 22:00;16.03.2024 23:00;48.699,75;48.806,50;106,75;32.448,75
16.03.2024 23:00;17.03.2024 00:00;45.862,50;45.981,50;119,00;31.546,00
17.03.2024 00:00;17.03.2024 01:00;43.432,25;43.550,50;118,25;30.601,75
17.03.2024 01:00;17.03.2024 02:00;41.411,25;41.436,50;25,25;30.214,50
17.03.2024 02:00;17.03.2024 03:00;40.622,00;40.699,00;77,00;30.867,50
17.03.2024 03:00;17.03.2024 04:00;40.454,75;40.523,25;68,50;32.004,75
17.03.2024 04:00;17.03.2024 05:00;40.827,75;41.063,50;235,75;33.308,75
17.03.2024 05:00;17.03.2024 06:00;40.857,50;41.101,50;244,00;34.019,00
17.03.2024 06:00;17.03.2024 07:00;40.450,75;40.698,00;247,25;33.880,50
17.03.2024 07:00;17.03.2024 08:00;41.975,75;42.405,50;429,75;31.192,00
17.03.2024 08:00;17.03.2024 09:00;45.211,25;47.176,50;1.965,25;25.795,75
17.03.2024 09:00;17.03.2024 10:00;48.185,75;52.717,50;4.531,75;20.341,25
17.03.2024 10:00;17.03.2024 11:00;49.505,00;54.513,75;5.008,75;16.998,00
17.03.2024 11:00;17.03.2024 12:00;50.319,00;55.114,50;4.795,50;15.661,50
17.03.2024 12:00;17.03.2024 13:00;49.757,75;55.164,25;5.406,50;14.717,50
17.03.2024 13:00;17.03.2024 14:00;47.338,75;52.343,25;5.004,50;15.226,75
17.03.2024 14:00;17.03.2024 15:00;45.578,25;49.648,75;4.070,50;17.252,25
17.03.2024 15:00;17.03.2024 16:00;44.852,75;47.342,75;2.490,00;21.643,00
17.03.2024 16:00;17.03.2024 17:00;45.675,00;45.994,00;319,00;29.307,00
17.03.2024 17:00;17.03.2024 18:00;48.731,50;48.743,50;12,00;37.437,75
17.03.2024 18:00;17.03.2024 19:00;52.242,75;52.244,50;1,75;40.836,75
17.03.2024 19:00;17.03.2024 20:00;52.657,75;52.659,75;2,00;39.110,25
17.03.2024 20:00;17.03.2024 21:00;50.537,75;50.661,50;123,75;35.784,25
17.03.2024 21:00;17.03.2024 22:00;48.986,25;49.331,75;345,50;32.568,50
17.03.2024 22:00;17.03.2024 23:00;47.893,50;48.175,75;282,25;30.666,00
17.03.2024 23:00;18.03.2024 00:00;45.195,75;45.681,00;485,25;27.406,25
18.03.2024 00:00;18.03.2024 01:00;43.414,50;45.106,50;1.692,00;25.238,00
18.03.2024 01:00;18.03.2024 02:00;42.313,75;45.240,50;2.926,75;23.887,25
18.03.2024 02:00;18.03.2024 03:00;41.898,25;45.614,00;3.715,75;23.811,50
18.03.2024 03:00;18.03.2024 04:00;42.398,00;46.495,25;4.097,25;24.799,25
18.03.2024 04:00;18.03.2024 05:00;44.217,25;47.171,00;2.953,75;27.379,00
18.03.2024 05:00;18.03.2024 06:00;48.252,25;49.143,50;891,25;32.649,50
18.03.2024 06:00;18.03.2024 07:00;55.744,75;55.831,25;86,50;40.660,00
18.03.2024 07:00;18.03.2024 08:00;60.824,75;60.827,50;2,75;43.566,50
18.03.2024 08:00;18.03.2024 09:00;64.218,25;64.220,50;2,25;43.807,25
18.03.2024 09:00;18.03.2024 10:00;65.302,75;65.526,00;223,25;41.086,50
18.03.2024 10:00;18.03.2024 11:00;65.820,25;66.110,75;290,50;38.151,25
18.03.2024 11:00;18.03.2024 12:00;65.787,25;66.563,50;776,25;36.806,25
18.03.2024 12:00;18.03.2024 13:00;65.491,50;67.288,75;1.797,25;37.195,75
18.03.2024 13:00;18.03.2024 14:00;63.896,25;65.488,25;1.592,00;37.987,00
18.03.2024 14:00;18.03.2024 15:00;62.999,75;63.804,50;804,75;40.250,50
18.03.2024 15:00;18.03.2024 16:00;61.861,25;62.301,00;439,75;43.433,00
18.03.2024 16:00;18.03.2024 17:00;61.111,75;61.208,25;96,50;48.392,00
18.03.2024 17:00;18.03.2024 18:00;62.207,25;62.289,50;82,25;54.002,50
18.03.2024 18:00;18.03.2024 19:00;64.455,00;64.464,50;9,50;57.772,00
18.03.2024 19:00;18.03.2024 20:00;64.460,25;64.464,00;3,75;56.860,75
18.03.2024 20:00;18.03.2024 21:00;60.867,25;60.872,00;4,75;52.883,00
18.03.2024 21:00;18.03.2024 22:00;57.299,50;57.344,00;44,50;49.367,75
18.03.2024 22:00;18.03.2024 23:00;53.941,50;54.223,25;281,75;46.093,00
18.03.2024 23:00;19.03.2024 00:00;50.511,50;50.925,00;413,50;42.813,50
19.03.2024 00:00;19.03.2024 01:00;47.930,00;48.630,25;700,25;40.568,00
19.03.2024 01:00;19.03.2024 02:00;46.829,50;48.849,00;2.019,50;39.432,50
19.03.2024 02:00;19.03.2024 03:00;46.212,25;48.926,00;2.713,75;38.682,50
19.03.2024 03:00;19.03.2024 04:00;46.924,75;50.382,25;3.457,50;38.879,00
19.03.2024 04:00;19.03.2024 05:00;48.131,75;50.593,00;2.461,25;39.468,25
19.03.2024 05:00;19.03.2024 06:00;51.280,00;51.929,00;649,00;42.158,75
19.03.2024 06:00;19.03.2024 07:00;58.314,75;58.469,50;154,75;48.604,50
19.03.2024 07:00;19.03.2024 08:00;62.952,75;62.985,75;33,00;49.119,25
19.03.2024 08:00;19.03.2024 09:00;65.732,00;65.913,50;181,50;45.825,50
19.03.2024 09:00;19.03.2024 10:00;66.909,75;67.409,25;499,50;39.597,00
19.03.2024 10:00;19.03.2024 11:00;66.242,25;68.410,00;2.167,75;31.455,75
19.03.2024 11:00;19.03.2024 12:00;65.188,25;69.221,75;4.033,50;26.009,00
19.03.2024 12:00;19.03.2024 13:00;62.297,25;66.459,50;4.162,25;23.590,50
19.03.2024 13:00;19.03.2024 14:00;60.920,75;64.345,00;3.424,25;24.936,00
19.03.2024 14:00;19.03.2024 15:00;60.965,00;64.303,25;3.338,25;30.478,50
19.03.2024 15:00;19.03.2024 16:00;60.411,75;62.242,75;1.831,00;36.617,25
19.03.2024 16:00;19.03.2024 17:00;60.001,50;60.791,25;789,75;43.713,00
19.03.2024 17:00;19.03.2024 18:00;61.448,25;61.795,00;346,75;51.910,25
19.03.2024 18:00;19.03.2024 19:00;64.156,00;64.158,25;2,25;57.257,50
19.03.2024 19:00;19.03.2024 20:00;64.160,75;64.175,50;14,75;56.771,00
19.03.2024 20:00;19.03.2024 21:00;60.762,50;60.776,75;14,25;53.021,50
19.03.2024 21:00;19.03.2024 22:00;57.067,75;57.193,25;125,50;49.622,25
19.03.2024 22:00;19.03.2024 23:00;53.500,25;53.657,00;156,75;46.853,00
19.03.2024 23:00;20.03.2024 00:00;49.481,00;49.602,50;121,50;43.742,25
20.03.2024 00:00;20.03.2024 01:00;46.841,50;47.388,25;546,75;41.845,25
20.03.2024 01:00;20.03.2024 02:00;45.972,25;47.219,50;1.247,25;41.650,25
20.03.2024 02:00;20.03.2024 03:00;45.498,00;46.868,00;1.370,00;41.777,25
20.03.2024 03:00;20.03.2024 04:00;45.663,00;46.752,75;1.089,75;42.561,00
20.03.2024 04:00;20.03.2024 05:00;46.842,00;47.346,50;504,50;44.241,00
20.03.2024 05:00;20.03.2024 06:00;50.243,25;50.486,00;242,75;47.981,00
20.03.2024 06:00;20.03.2024 07:00;56.909,25;56.977,50;68,25;54.234,25
20.03.2024 07:00;20.03.2024 08:00;61.438,50;61.516,25;77,75;53.630,00
20.03.2024 08:00;20.03.2024 09:00;63.790,75;64.126,00;335,25;48.016,00
20.03.2024 09:00;20.03.2024 10:00;63.398,25;64.288,25;890,00;40.105,75
20.03.2024 10:00;20.03.2024 11:00;62.974,00;65.724,25;2.750,25;34.080,75
20.03.2024 11:00;20.03.2024 12:00;62.480,25;67.129,50;4.649,25;30.809,00
20.03.2024 12:00;20.03.2024 13:00;61.577,75;66.642,00;5.064,25;29.481,75
20.03.2024 13:00;20.03.2024 14:00;60.811,50;65.662,50;4.851,00;30.653,00
20.03.2024 14:00;20.03.2024 15:00;59.817,75;63.522,75;3.705,00;34.387,75
20.03.2024 15:00;20.03.2024 16:00;58.940,00;59.597,00;657,00;40.336,75
20.03.2024 16:00;20.03.2024 17:00;58.667,75;59.040,00;372,25;47.928,50
20.03.2024 17:00;20.03.2024 18:00;60.262,50;60.371,50;109,00;56.150,00
20.03.2024 18:00;20.03.2024 19:00;63.056,25;63.059,75;3,50;61.694,00
20.03.2024 19:00;20.03.2024 20:00;63.099,75;63.100,75;1,00;61.145,00
20.03.2024 20:00;20.03.2024 21:00;59.663,00;59.855,75;192,75;56.796,50
20.03.2024 21:00;20.03.2024 22:00;55.902,25;56.165,00;262,75;51.805,50
20.03.2024 22:00;20.03.2024 23:00;52.622,25;52.956,75;334,50;47.395,00
20.03.2024 23:00;21.03.2024 00:00;49.117,50;49.409,00;291,50;42.763,00
21.03.2024 00:00;21.03.2024 01:00;46.540,25;46.753,00;212,75;39.603,00
21.03.2024 01:00;21.03.2024 02:00;44.775,25;45.221,75;446,50;36.337,00
21.03.2024 02:00;21.03.2024 03:00;44.044,75;46.042,25;1.997,50;32.894,00
21.03.2024 03:00;21.03.2024 04:00;44.446,00;46.999,75;2.553,75;30.547,00
21.03.2024 04:00;21.03.2024 05:00;46.017,25;47.452,75;1.435,50;30.585,25
21.03.2024 05:00;21.03.2024 06:00;49.874,25;50.330,75;456,50;33.761,25
21.03.2024 06:00;21.03.2024 07:00;56.608,50;56.744,00;135,50;40.490,25
21.03.2024 07:00;21.03.2024 08:00;60.608,75;60.615,50;6,75;42.099,75
21.03.2024 08:00;21.03.2024 09:00;63.212,25;63.216,75;4,50;41.642,50
21.03.2024 09:00;21.03.2024 10:00;64.254,75;64.335,75;81,00;39.222,75
21.03.2024 10:00;21.03.2024 11:00;64.409,25;64.527,50;118,25;36.074,00
21.03.2024 11:00;21.03.2024 12:00;64.081,00;65.239,75;1.158,75;33.380,00
21.03.2024 12:00;21.03.2024 13:00;63.302,50;65.457,00;2.154,50;30.814,25
21.03.2024 13:00;21.03.2024 14:00;62.393,75;64.942,50;2.548,75;29.002,50
21.03.2024 14:00;21.03.2024 15:00;61.521,00;65.015,00;3.494,00;29.805,25
21.03.2024 15:00;21.03.2024 16:00;60.286,25;61.109,25;823,00;32.679,50
21.03.2024 16:00;21.03.2024 17:00;59.850,00;60.267,50;417,50;38.530,00
21.03.2024 17:00;21.03.2024 18:00;61.900,00;62.124,00;224,00;46.132,25
21.03.2024 18:00;21.03.2024 19:00;64.266,50;64.270,75;4,25;51.153,75
21.03.2024 19:00;21.03.2024 20:00;64.170,25;64.216,50;46,25;51.139,50
21.03.2024 20:00;21.03.2024 21:00;61.086,75;61.315,00;228,25;47.587,75
21.03.2024 21:00;21.03.2024 22:00;57.231,00;57.633,75;402,75;43.241,75
21.03.2024 22:00;21.03.2024 23:00;54.001,50;54.219,00;217,50;38.821,75
21.03.2024 23:00;22.03.2024 00:00;49.977,25;50.628,50;651,25;33.679,50
22.03.2024 00:00;22.03.2024 01:00;47.120,00;48.453,50;1.333,50;29.758,50
22.03.2024 01:00;22.03.2024 02:00;45.855,00;48.385,75;2.530,75;26.788,00
22.03.2024 02:00;22.03.2024 03:00;45.695,75;50.238,50;4.542,75;25.035,75
22.03.2024 03:00;22.03.2024 04:00;46.086,50;50.833,50;4.747,00;24.522,50
22.03.2024 04:00;22.03.2024 05:00;47.330,25;51.506,50;4.176,25;25.300,00
22.03.2024 05:00;22.03.2024 06:00;50.577,25;52.666,75;2.089,50;28.268,25
22.03.2024 06:00;22.03.2024 07:00;56.587,50;56.670,25;82,75;32.550,25
22.03.2024 07:00;22.03.2024 08:00;61.017,75;61.022,75;5,00;33.668,00
22.03.2024 08:00;22.03.2024 09:00;63.720,00;63.769,50;49,50;30.525,00
22.03.2024 09:00;22.03.2024 10:00;63.797,25;64.183,75;386,50;26.377,25
22.03.2024 10:00;22.03.2024 11:00;64.898,00;67.726,25;2.828,25;22.289,25
22.03.2024 11:00;22.03.2024 12:00;65.724,75;69.527,75;3.803,00;20.942,25
22.03.2024 12:00;22.03.2024 13:00;64.649,00;68.112,25;3.463,25;19.765,75
22.03.2024 13:00;22.03.2024 14:00;63.224,50;66.754,25;3.529,75;20.888,75
22.03.2024 14:00;22.03.2024 15:00;61.472,75;64.105,50;2.632,75;22.990,25
22.03.2024 15:00;22.03.2024 16:00;60.006,75;60.634,25;627,50;27.406,75
22.03.2024 16:00;22.03.2024 17:00;59.955,75;60.412,50;456,75;32.669,50
22.03.2024 17:00;22.03.2024 18:00;61.173,75;61.180,50;6,75;39.764,00
22.03.2024 18:00;22.03.2024 19:00;62.772,75;62.772,75;0,00;45.819,00
22.03.2024 19:00;22.03.2024 20:00;62.201,00;62.201,00;0,00;46.720,00
22.03.2024 20:00;22.03.2024 21:00;58.815,75;58.827,75;12,00;44.690,75
22.03.2024 21:00;22.03.2024 22:00;55.319,75;55.398,25;78,50;42.949,75
22.03.2024 22:00;22.03.2024 23:00;52.217,00;52.257,75;40,75;40.779,75
22.03.2024 23:00;23.03.2024 00:00;48.564,00;48.941,25;377,25;37.727,00
23.03.2024 00:00;23.03.2024 01:00;45.677,75;45.941,50;263,75;35.020,75
23.03.2024 01:00;23.03.2024 02:00;43.322,25;43.549,00;226,75;32.295,00
23.03.2024 02:00;23.03.2024 03:00;41.957,00;42.202,50;245,50;30.039,75
23.03.2024 03:00;23.03.2024 04:00;41.683,00;41.910,25;227,25;29.123,50
23.03.2024 04:00;23.03.2024 05:00;41.551,75;41.741,50;189,75;26.995,25
23.03.2024 05:00;23.03.2024 06:00;41.516,50;42.293,50;777,00;25.091,75
23.03.2024 06:00;23.03.2024 07:00;42.648,50;43.347,00;698,50;23.844,00
23.03.2024 07:00;23.03.2024 08:00;45.608,75;46.275,75;667,00;22.737,75
23.03.2024 08:00;23.03.2024 09:00;49.076,00;49.640,50;564,50;21.067,75
23.03.2024 09:00;23.03.2024 10:00;51.877,25;53.592,25;1.715,00;17.121,00
23.03.2024 10:00;23.03.2024 11:00;54.283,25;59.390,00;5.106,75;13.009,25
23.03.2024 11:00;23.03.2024 12:00;55.889,00;61.255,75;5.366,75;9.799,25
23.03.2024 12:00;23.03.2024 13:00;55.415,25;60.848,75;5.433,50;4.797,25
23.03.2024 13:00;23.03.2024 14:00;53.486,50;59.123,25;5.636,75;2.190,50
23.03.2024 14:00;23.03.2024 15:00;52.316,50;57.822,50;5.506,00;1.118,75
23.03.2024 15:00;23.03.2024 16:00;52.132,75;57.543,75;5.411,00;4.511,00
23.03.2024 16:00;23.03.2024 17:00;52.062,75;56.335,25;4.272,50;10.602,50
23.03.2024 17:00;23.03.2024 18:00;53.497,50;54.151,75;654,25;20.284,25
23.03.2024 18:00;23.03.2024 19:00;55.736,50;55.743,50;7,00;27.800,25
23.03.2024 19:00;23.03.2024 20:00;55.805,75;55.815,50;9,75;27.941,50
23.03.2024 20:00;23.03.2024 21:00;52.929,00;52.972,75;43,75;24.248,00
23.03.2024 21:00;23.03.2024 22:00;50.068,75;50.518,50;449,75;19.482,75
23.03.2024 22:00;23.03.2024 23:00;48.647,50;49.320,00;672,50;16.484,25
23.03.2024 23:00;24.03.2024 00:00;46.095,50;46.894,50;799,00;12.663,00
24.03.2024 00:00;24.03.2024 01:00;43.626,50;45.463,25;1.836,75;9.882,25
24.03.2024 01:00;24.03.2024 02:00;42.276,50;44.189,00;1.912,50;8.844,00
24.03.2024 02:00;24.03.2024 03:00;41.299,50;44.714,50;3.415,00;7.835,00
24.03.2024 03:00;24.03.2024 04:00;40.935,25;44.524,00;3.588,75;8.298,00
24.03.2024 04:00;24.03.2024 05:00;40.821,25;43.831,25;3.010,00;8.209,75
24.03.2024 05:00;24.03.2024 06:00;40.673,75;43.324,75;2.651,00;7.675,50
24.03.2024 06:00;24.03.2024 07:00;40.883,50;43.604,25;2.720,75;7.054,25
24.03.2024 07:00;24.03.2024 08:00;43.057,50;46.180,25;3.122,75;6.229,75
24.03.2024 08:00;24.03.2024 09:00;46.245,50;49.962,00;3.716,50;5.373,25
24.03.2024 09:00;24.03.2024 10:00;49.343,50;53.974,75;4.631,25;3.024,00
24.03.2024 10:00;24.03.2024 11:00;51.157,50;56.333,75;5.176,25;2.003,75
24.03.2024 11:00;24.03.2024 12:00;53.429,00;58.637,00;5.208,00;4.193,00
24.03.2024 12:00;24.03.2024 13:00;52.986,00;57.962,00;4.976,00;2.657,25
24.03.2024 13:00;24.03.2024 14:00;51.025,50;56.189,00;5.163,50;3.205,25
24.03.2024 14:00;24.03.2024 15:00;49.602,00;54.762,25;5.160,25;3.676,75
24.03.2024 15:00;24.03.2024 16:00;48.588,00;53.068,25;4.480,25;4.477,75
24.03.2024 16:00;24.03.2024 17:00;48.262,75;50.946,50;2.683,75;7.234,00
24.03.2024 17:00;24.03.2024 18:00;50.290,00;51.556,25;1.266,25;13.115,50
24.03.2024 18:00;24.03.2024 19:00;53.251,75;53.425,25;173,50;17.652,75
24.03.2024 19:00;24.03.2024 20:00;53.301,25;53.370,75;69,50;17.711,00
24.03.2024 20:00;24.03.2024 21:00;51.376,50;51.978,50;602,00;14.942,25
24.03.2024 21:00;24.03.2024 22:00;50.098,25;51.195,50;1.097,25;14.616,00
24.03.2024 22:00;24.03.2024 23:00;48.532,50;48.691,75;159,25;15.805,25
24.03.2024 23:00;25.03.2024 00:00;45.847,25;46.323,00;475,75;15.109,75
25.03.2024 00:00;25.03.2024 01:00;44.258,75;45.354,50;1.095,75;15.520,50
25.03.2024 01:00;25.03.2024 02:00;42.967,50;44.405,25;1.437,75;16.144,75
25.03.2024 02:00;25.03.2024 03:00;42.332,00;44.632,75;2.300,75;17.020,75
25.03.2024 03:00;25.03.2024 04:00;42.354,00;43.502,00;1.148,00;19.101,50
25.03.2024 04:00;25.03.2024 05:00;44.353,25;44.981,00;627,75;23.287,25
25.03.2024 05:00;25.03.2024 06:00;48.558,25;49.061,00;502,75;29.839,50
25.03.2024 06:00;25.03.2024 07:00;55.256,25;55.361,00;104,75;38.576,75
25.03.2024 07:00;25.03.2024 08:00;59.515,25;59.516,75;1,50;41.593,25
25.03.2024 08:00;25.03.2024 09:00;62.270,75;62.273,75;3,00;39.835,75
25.03.2024 09:00;25.03.2024 10:00;62.640,75;62.829,50;188,75;34.283,50
25.03.2024 10:00;25.03.2024 11:00;62.319,75;63.293,75;974,00;30.482,75
25.03.2024 11:00;25.03.2024 12:00;62.210,00;63.658,25;1.448,25;28.190,00
25.03.2024 12:00;25.03.2024 13:00;61.060,50;63.328,75;2.268,25;25.598,75
25.03.2024 13:00;25.03.2024 14:00;59.687,75;62.667,25;2.979,50;23.817,00
25.03.2024 14:00;25.03.2024 15:00;57.812,25;60.362,00;2.549,75;24.479,50
25.03.2024 15:00;25.03.2024 16:00;57.224,00;58.223,25;999,25;29.464,00
25.03.2024 16:00;25.03.2024 17:00;57.237,25;57.960,25;723,00;38.458,50
25.03.2024 17:00;25.03.2024 18:00;58.911,00;59.025,25;114,25;50.451,50
25.03.2024 18:00;25.03.2024 19:00;61.677,50;61.679,00;1,50;58.241,25
25.03.2024 19:00;25.03.2024 20:00;62.372,25;62.372,50;0,25;57.289,75
25.03.2024 20:00;25.03.2024 21:00;59.215,00;59.323,50;108,50;50.894,50
25.03.2024 21:00;25.03.2024 22:00;55.859,25;56.037,50;178,25;44.943,75
25.03.2024 22:00;25.03.2024 23:00;53.048,75;53.109,75;61,00;40.633,25
25.03.2024 23:00;26.03.2024 00:00;49.738,75;49.865,75;127,00;35.917,75
26.03.2024 00:00;26.03.2024 01:00;46.814,25;47.418,00;603,75;31.651,25
26.03.2024 01:00;26.03.2024 02:00;45.627,50;46.079,00;451,50;29.527,25
26.03.2024 02:00;26.03.2024 03:00;44.700,75;45.166,75;466,00;27.361,75
26.03.2024 03:00;26.03.2024 04:00;45.595,00;46.467,50;872,50;27.019,75
26.03.2024 04:00;26.03.2024 05:00;47.269,75;48.183,75;914,00;27.346,00
26.03.2024 05:00;26.03.2024 06:00;51.339,00;52.123,50;784,50;30.348,50
26.03.2024 06:00;26.03.2024 07:00;57.158,75;57.383,25;224,50;33.693,50
26.03.2024 07:00;26.03.2024 08:00;61.928,50;61.945,50;17,00;33.642,25
26.03.2024 08:00;26.03.2024 09:00;64.682,25;64.692,00;9,75;31.796,00
26.03.2024 09:00;26.03.2024 10:00;65.069,50;65.605,00;535,50;27.497,25
26.03.2024 10:00;26.03.2024 11:00;64.338,50;67.022,25;2.683,75;21.241,50
26.03.2024 11:00;26.03.2024 12:00;64.240,50;66.580,75;2.340,25;17.114,25
26.03.2024 12:00;26.03.2024 13:00;63.019,00;65.668,75;2.649,75;15.885,75
26.03.2024 13:00;26.03.2024 14:00;62.041,25;65.188,25;3.147,00;16.212,50
26.03.2024 14:00;26.03.2024 15:00;59.708,25;62.852,00;3.143,75;17.864,50
26.03.2024 15:00;26.03.2024 16:00;59.014,00;61.281,00;2.267,00;23.448,50
26.03.2024 16:00;26.03.2024 17:00;59.936,00;61.196,50;1.260,50;31.760,50
26.03.2024 17:00;26.03.2024 18:00;61.082,50;61.486,50;404,00;39.773,50
26.03.2024 18:00;26.03.2024 19:00;63.063,00;63.063,50;0,50;44.217,00
26.03.2024 19:00;26.03.2024 20:00;64.297,75;64.297,75;0,00;42.916,25
26.03.2024 20:00;26.03.2024 21:00;61.870,50;61.876,00;5,50;38.822,25
26.03.2024 21:00;26.03.2024 22:00;58.262,00;58.285,75;23,75;35.904,50
26.03.2024 22:00;26.03.2024 23:00;54.572,50;54.807,50;235,00;33.412,25
26.03.2024 23:00;27.03.2024 00:00;51.164,75;51.542,25;377,50;30.690,50
27.03.2024 00:00;27.03.2024 01:00;48.397,50;51.053,75;2.656,25;29.154,75
27.03.2024 01:00;27.03.2024 02:00;45.970,75;49.360,75;3.390,00;27.853,25
27.03.2024 02:00;27.03.2024 03:00;45.262,75;49.200,00;3.937,25;28.143,25
27.03.2024 03:00;27.03.2024 04:00;45.854,50;48.839,00;2.984,50;28.969,25
27.03.2024 04:00;27.03.2024 05:00;47.234,75;49.456,25;2.221,50;30.812,50
27.03.2024 05:00;27.03.2024 06:00;51.081,25;51.494,25;413,00;34.938,25
27.03.2024 06:00;27.03.2024 07:00;56.183,50;56.192,25;8,75;39.808,25
27.03.2024 07:00;27.03.2024 08:00;61.316,75;61.341,25;24,50;41.244,50
27.03.2024 08:00;27.03.2024 09:00;64.011,25;64.068,00;56,75;39.721,00
27.03.2024 09:00;27.03.2024 10:00;64.835,00;65.323,25;488,25;35.451,25
27.03.2024 10:00;27.03.2024 11:00;62.946,50;65.318,25;2.371,75;28.864,75
27.03.2024 11:00;27.03.2024 12:00;62.568,50;65.963,75;3.395,25;27.924,00
27.03.2024 12:00;27.03.2024 13:00;62.870,75;65.793,50;2.922,75;29.290,50
27.03.2024 13:00;27.03.2024 14:00;61.966,25;66.735,75;4.769,50;30.522,00
27.03.2024 14:00;27.03.2024 15:00;61.369,25;63.045,00;1.675,75;34.790,00
27.03.2024 15:00;27.03.2024 16:00;60.863,75;61.176,25;312,50;41.001,25
27.03.2024 16:00;27.03.2024 17:00;60.468,00;60.675,25;207,25;46.542,00
27.03.2024 17:00;27.03.2024 18:00;61.321,75;61.417,75;96,00;51.361,00
27.03.2024 18:00;27.03.2024 19:00;62.757,50;62.765,25;7,75;53.661,25
27.03.2024 19:00;27.03.2024 20:00;62.669,50;62.671,50;2,00;52.843,00
27.03.2024 20:00;27.03.2024 21:00;59.664,00;59.670,25;6,25;49.349,25
27.03.2024 21:00;27.03.2024 22:00;56.256,50;56.417,00;160,50;46.073,75
27.03.2024 22:00;27.03.2024 23:00;52.953,00;53.207,00;254,00;42.326,25
27.03.2024 23:00;28.03.2024 00:00;49.379,25;49.446,00;66,75;37.879,25
28.03.2024 00:00;28.03.2024 01:00;46.414,50;46.511,25;96,75;34.302,50
28.03.2024 01:00;28.03.2024 02:00;44.870,50;45.082,75;212,25;32.606,25
28.03.2024 02:00;28.03.2024 03:00;44.895,25;45.338,00;442,75;31.801,75
28.03.2024 03:00;28.03.2024 04:00;46.565,75;48.741,50;2.175,75;31.061,25
28.03.2024 04:00;28.03.2024 05:00;47.651,25;50.672,25;3.021,00;30.187,75
28.03.2024 05:00;28.03.2024 06:00;50.277,25;51.100,75;823,50;31.273,25
28.03.2024 06:00;28.03.2024 07:00;55.887,00;56.344,75;457,75;34.716,75
28.03.2024 07:00;28.03.2024 08:00;60.311,25;60.622,75;311,50;35.267,25
28.03.2024 08:00;28.03.2024 09:00;62.827,25;62.847,00;19,75;33.580,00
28.03.2024 09:00;28.03.2024 10:00;63.116,00;63.327,50;211,50;28.935,25
28.03.2024 10:00;28.03.2024 11:00;62.662,25;63.175,25;513,00;25.154,00
28.03.2024 11:00;28.03.2024 12:00;64.293,75;66.732,25;2.438,50;21.997,75
28.03.2024 12:00;28.03.2024 13:00;63.628,00;67.221,75;3.593,75;16.801,00
28.03.2024 13:00;28.03.2024 14:00;62.698,75;67.432,00;4.733,25;12.143,75
28.03.2024 14:00;28.03.2024 15:00;61.554,25;66.881,25;5.327,00;9.218,75
28.03.2024 15:00;28.03.2024 16:00;60.827,00;65.759,75;4.932,75;10.487,75
28.03.2024 16:00;28.03.2024 17:00;59.813,00;62.332,50;2.519,50;13.761,75
28.03.2024 17:00;28.03.2024 18:00;59.657,75;60.429,75;772,00;19.508,25
28.03.2024 18:00;28.03.2024 19:00;60.175,00;60.236,50;61,50;25.818,75
28.03.2024 19:00;28.03.2024 20:00;61.176,25;61.186,00;9,75;29.355,25
28.03.2024 20:00;28.03.2024 21:00;57.591,75;57.753,75;162,00;25.311,25
28.03.2024 21:00;28.03.2024 22:00;54.097,50;54.279,00;181,50;21.400,75
28.03.2024 22:00;28.03.2024 23:00;52.032,00;52.520,75;488,75;17.863,50
28.03.2024 23:00;29.03.2024 00:00;49.182,75;50.936,25;1.753,50;14.380,50
29.03.2024 00:00;29.03.2024 01:00;45.707,50;47.417,50;1.710,00;9.935,50
29.03.2024 01:00;29.03.2024 02:00;43.663,50;46.254,75;2.591,25;8.294,25
29.03.2024 02:00;29.03.2024 03:00;42.178,25;44.724,75;2.546,50;7.960,00
29.03.2024 03:00;29.03.2024 04:00;41.581,00;44.909,50;3.328,50;7.560,75
29.03.2024 04:00;29.03.2024 05:00;41.887,25;46.564,50;4.677,25;7.824,25
29.03.2024 05:00;29.03.2024 06:00;42.695,00;47.396,75;4.701,75;8.305,25
29.03.2024 06:00;29.03.2024 07:00;43.090,00;46.597,00;3.507,00;7.362,00
29.03.2024 07:00;29.03.2024 08:00;45.057,75;48.310,50;3.252,75;7.095,50
29.03.2024 08:00;29.03.2024 09:00;47.965,00;51.428,75;3.463,75;8.327,00
29.03.2024 09:00;29.03.2024 10:00;50.900,75;54.790,25;3.889,50;10.352,00
29.03.2024 10:00;29.03.2024 11:00;51.858,50;56.899,75;5.041,25;11.559,25
29.03.2024 11:00;29.03.2024 12:00;54.018,75;59.153,25;5.134,50;12.445,25
