name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"51.751111, 4.208611",2024-02-13T06:00:00,4.9,1,3.5,90.91,0,0,,0,0,25.5,19.6,205,1014.7,100,20.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T07:00:00,5,1.3,3.4,89.26,0,0,,0,0,27.3,18.2,203,1014.7,100,20.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T08:00:00,4.6,0.8,3.1,89.71,0,0,,0,0,22.3,18.6,200,1015,93.9,24.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T09:00:00,4.9,1.3,3.2,88.91,0,0,,0,0,26.7,16.7,201,1015.9,50.6,24.5,30,0.1,0,,Partially cloudy,partly-cloudy-day,"06350099999,06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-02-13T10:00:00,6.2,2.3,3.9,84.95,0,0,,0,0,30.9,22.9,207,1016.1,100,28.9,165,0.6,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T11:00:00,7.1,3.5,4.1,81.27,0,0,,0,0,30,22.3,212,1016.1,100,33.9,260,0.9,3,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T12:00:00,8.7,5.2,4.3,74.25,0,0,,0,0,34.1,25.2,217,1016.2,100,31.1,234,0.8,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T13:00:00,9,5.8,4.5,73.39,0,0,,0,0,35.4,22.9,207,1016.1,100,32.6,200,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T14:00:00,9.4,6.4,4.2,70.25,0,0,,0,0,33.2,22.6,202,1015.9,100,32.4,199,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T15:00:00,9.6,6.8,3.7,66.81,0,0,,0,0,34,21.3,199,1015.6,100,32.8,121,0.4,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T16:00:00,9.3,6.6,4.2,70.19,0,0,,0,0,31.5,19.4,198,1015.5,100,37.6,33,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T17:00:00,8.5,6.2,4.7,76.74,0.082,100,rain,0,0,24.8,14.5,206,1015.4,100,28.8,21,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T18:00:00,8.3,5.7,5.2,80.6,0,0,,0,0,29.2,16.6,181,1015.2,100,30.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T19:00:00,8.1,5,5.5,83.9,0.096,100,rain,0,0,36.4,19.7,171,1014.7,100,33.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T20:00:00,8.5,5.2,5.4,81.07,0,0,,0,0,31.6,22.9,174,1013.9,100,34.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T21:00:00,8.6,4.8,5.4,80.3,0,0,,0,0,39.1,29.2,182,1013.4,100,34.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T22:00:00,8.2,4.1,6.3,87.67,0,0,,0,0,47.6,33.1,191,1013.1,100,15.1,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-13T23:00:00,8.4,4.3,7,91.17,0,0,,0,0,47.6,32.5,194,1012.8,100,8.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T00:00:00,8.6,4.7,7.5,92.61,0,0,,0,0,48,31.8,196,1012.4,100,11.2,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T01:00:00,9,5.4,8,93.29,0.755,100,rain,0,0,49,29.7,203,1012.2,100,9.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T02:00:00,9.5,5.9,8.5,93,0,0,,0,0,43.9,30.8,210,1012.3,100,16.1,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T03:00:00,9.6,5.9,8.9,95.16,0,0,,0,0,44.5,32.2,216,1012.5,100,3.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T04:00:00,9.8,6.4,9,94.32,0,0,,0,0,46.7,29.8,222,1012.8,100,18,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T05:00:00,10,6.7,9.3,95.46,0,0,,0,0,41.9,27.6,218,1013.2,100,9.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T06:00:00,10.1,10.1,9.6,96.15,0,0,,0,0,37.3,25.5,222,1013.5,100,5.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T07:00:00,10.3,10.3,9.7,95.5,0.871,100,rain,0,0,46,27.3,217,1013.7,100,8.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T08:00:00,10.4,10.4,9.7,95.13,0,0,,0,0,36,27.3,217,1014,100,7.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T09:00:00,10.5,10.5,9.8,95.99,0,0,,0,0,34.5,23.9,214,1014.6,100,9.8,14,0.1,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-02-14T10:00:00,10.7,10.7,10.1,96.26,0,0,,0,0,40.9,26.4,216,1014.7,100,4.9,21,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T11:00:00,11,11,10.4,96.31,0.076,100,rain,0,0,36.8,22.4,208,1014.8,100,4.4,53,0.2,1,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T12:00:00,11.3,11.3,10.7,96.55,0.197,100,rain,0,0,41,24.8,207,1014.8,100,6.3,65,0.2,1,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T13:00:00,11.6,11.6,11,96,0.384,100,rain,0,0,44.6,26.8,212,1014.6,100,16.4,42,0.2,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T14:00:00,11.9,11.9,11.3,95.94,0.154,100,rain,0,0,34.6,26.9,220,1014.7,100,10,40,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T15:00:00,11.9,11.9,11.4,96.99,0.69,100,rain,0,0,36.4,27.5,222,1014.5,100,6.7,30,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T16:00:00,12.1,12.1,11.2,94.62,0.212,100,rain,0,0,41.8,29.4,225,1014.5,100,17.3,21,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T17:00:00,12.1,12.1,11.1,93.61,0.141,100,rain,0,0,40.2,31.3,228,1014.6,100,24.4,7,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T18:00:00,12,12,10.8,92.26,0.035,100,rain,0,0,43.7,30.5,232,1015,100,28.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T19:00:00,11.9,11.9,10.8,92.79,0.577,100,rain,0,0,48.4,29.8,232,1015.5,100,17.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T20:00:00,11.9,11.9,10.8,93.12,0,0,,0,0,41.6,28.2,224,1015.6,100,20.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T21:00:00,11.6,11.6,10.7,94.24,0,0,,0,0,40.6,29.9,233,1015.9,100,20.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T22:00:00,11.7,11.7,10.6,92.91,0,0,,0,0,44.2,27,227,1016.2,100,27.2,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-14T23:00:00,11.6,11.6,10.5,93.03,0,0,,0,0,29,21.1,223,1016.2,100,24,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T00:00:00,12,12,10.7,91.79,0,0,,0,0,28.2,21,213,1016,100,23.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T01:00:00,12.1,12.1,10.8,92.03,0,0,,0,0,33,17.9,196,1015.9,100,20.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T02:00:00,12.2,12.2,10.7,90.54,0,0,,0,0,23.8,18.3,190,1015.7,100,21.2,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T03:00:00,12.2,12.2,10.7,90.66,0.029,100,rain,0,0,22.8,17.6,189,1015.3,100,21.4,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T04:00:00,12,12,11,93.68,0.044,100,rain,0,0,24.8,17.4,192,1015,100,10.5,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T05:00:00,11.8,11.8,11.3,96.56,0.449,100,rain,0,0,21.2,18.4,190,1014.6,100,6.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T06:00:00,11.8,11.8,11.2,96.47,0.69,100,rain,0,0,25.2,19.7,183,1014.3,100,6.6,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T07:00:00,11.8,11.8,11.2,96.1,2.326,100,rain,0,0,29.3,18.7,186,1013.9,100,6.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T08:00:00,11.7,11.7,11.1,96.1,1.184,100,rain,0,0,25.5,17.4,198,1013.9,100,11.9,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T09:00:00,11.8,11.8,11.1,95.34,0.824,100,rain,0,0,23,19.1,188,1013.9,100,7,18,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T10:00:00,12,12,11.1,94.17,0,0,,0,0,27.7,19.5,196,1013.7,100,18.6,40,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T11:00:00,12.6,12.6,11.6,94.1,0,0,,0,0,23.5,17.8,189,1013.6,100,25.7,200,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T12:00:00,13.6,13.6,11.7,88.51,0,0,,0,0,24.1,18.6,186,1013.4,100,36.7,193,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T13:00:00,15.1,15.1,12,81.67,0.135,100,rain,0,0,29.4,18.1,176,1012.7,100,26.3,332,1.2,3,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T14:00:00,15.8,15.8,11.4,75.13,0,0,,0,0,23.8,18.4,175,1011.9,100,38.3,188,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T15:00:00,16,16,10.9,71.78,0,0,,0,0,26.3,18.8,167,1011.1,100,33.7,202,0.7,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T16:00:00,15.8,15.8,10.6,71.1,0,0,,0,0,25.8,17.9,157,1010.5,100,32.2,121,0.4,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T17:00:00,15.3,15.3,10.2,71.71,0,0,,0,0,22,14.5,150,1010.4,100,35,28,0.1,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T18:00:00,14.4,14.4,9.8,73.56,0,0,,0,0,21.3,15.1,146,1009.9,100,39.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T19:00:00,14.3,14.3,9.1,70.97,0,0,,0,0,31.1,18.4,145,1009.6,100,39,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T20:00:00,14.1,14.1,9,71.15,0,0,,0,0,28.6,19,150,1009.3,100,38.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T21:00:00,13.6,13.6,8.9,72.85,0,0,,0,0,29.9,20.3,159,1009,100,35.9,0,0,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T22:00:00,13.4,13.4,8.7,73.38,0,0,,0,0,28,20.5,175,1008.7,100,43,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-15T23:00:00,13.1,13.1,8.5,73.84,0,0,,0,0,26.5,19.3,182,1008.7,100,43.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T00:00:00,12.7,12.7,8.4,74.83,0,0,,0,0,19,15.9,178,1008.6,100,41.7,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T01:00:00,12.3,12.3,8.1,75.69,0,0,,0,0,31.9,13.9,178,1008.6,100,45,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T02:00:00,12.2,12.2,7.9,75.26,0,0,,0,0,16,14.7,172,1008.2,100,39,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T03:00:00,12,12,7.8,75.52,0,0,,0,0,19.3,16.4,176,1008,100,41,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T04:00:00,12,12,7.8,75.26,0,0,,0,0,22.1,16.5,179,1007.7,100,45,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T05:00:00,12.1,12.1,7.9,75.07,0,0,,0,0,21.5,16.8,184,1007.6,100,37.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T06:00:00,12.3,12.3,8.2,76.15,0,0,,0,0,24.2,17.3,197,1007.9,100,40,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T07:00:00,12.1,12.1,8.5,78.73,0,0,,0,0,30,20,204,1008.2,100,37.6,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T08:00:00,12.4,12.4,8.9,79.22,0,0,,0,0,31.9,20.2,211,1008.8,100,37.4,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T09:00:00,12.4,12.4,9.4,81.7,0.009,100,rain,0,0,31.5,19.5,216,1009.9,100,32.5,39,0.1,0,,"Rain, Overcast",rain,"06350099999,06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-02-16T10:00:00,12,12,9.8,86.24,0.073,100,rain,0,0,31.4,21.9,240,1010.8,100,27.1,21,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T11:00:00,10.9,10.9,10.1,94.74,0.379,100,rain,0,0,29.8,20.6,254,1012,100,5.9,12,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T12:00:00,10.5,10.5,10.1,97.33,0.46,100,rain,0,0,26.5,19.4,264,1013.3,100,6.7,33,0.1,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T13:00:00,11,11,10.6,97.19,0.439,100,rain,0,0,28.5,17.4,273,1014.3,100,15,185,0.7,2,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T14:00:00,11.7,11.7,10.5,92.23,0.017,100,rain,0,0,23.8,16.9,271,1015.2,100,20.9,153,0.6,2,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T15:00:00,12,12,10.3,89.13,0,0,,0,0,22.9,17.1,262,1015.9,93.3,25.4,218,0.8,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T16:00:00,11.6,11.6,9.8,88.82,0,0,,0,0,27.5,19.2,259,1016.7,100,29.3,118,0.4,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T17:00:00,11.2,11.2,9.1,86.69,0,0,,0,0,23.8,19.7,255,1017.6,97.2,24.8,46,0.2,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T18:00:00,10.6,10.6,8.3,86.07,0,0,,0,0,24.6,19.3,252,1018.7,87.4,34.1,7,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T19:00:00,10,7.8,7.9,86.96,0,0,,0,0,32.8,16,254,1019.7,75.4,28.5,0,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T20:00:00,9.8,7.5,7.7,87.01,0,0,,0,0,20.4,16.8,251,1020.6,86.7,25.5,0,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T21:00:00,9.7,7.7,7.8,88.12,0,0,,0,0,16.1,14.2,257,1021.5,80,19.6,0,0,0,,Partially cloudy,partly-cloudy-night,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T22:00:00,10,10,7.9,86.9,0,0,,0,0,17.2,14.5,245,1022.4,94.7,19.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-16T23:00:00,10.2,10.2,7.9,85.98,0,0,,0,0,21.2,16.7,247,1023,100,20.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T00:00:00,10.1,10.1,7.7,85.34,0,0,,0,0,18,15.7,248,1023.6,95.1,22.9,0,0,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T01:00:00,9.9,7.7,7.8,86.93,0,0,,0,0,18.7,15.7,249,1024.4,98.8,24.5,0,0,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T02:00:00,9.9,7.9,7.9,87.32,0,0,,0,0,14.9,14.6,248,1025,100,30.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T03:00:00,9.7,7.4,7.8,87.8,0,0,,0,0,16.8,16.7,257,1025.6,100,27.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T04:00:00,9.3,7,7.8,90.14,0,0,,0,0,18.6,16.1,266,1026.3,100,28.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T05:00:00,9.2,7,7.8,90.99,0,0,,0,0,16.2,15,261,1026.9,100,22.1,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T06:00:00,9.1,7.2,7.9,91.79,0,0,,0,0,14.6,12.4,259,1027.6,100,25.3,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T07:00:00,9.1,7.3,7.9,92.06,0.29,100,rain,0,0,19.5,11.8,256,1028.4,100,21.2,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T08:00:00,9,7.6,7.9,92.8,0,0,,0,0,10.9,9.1,259,1029.2,100,17.2,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T09:00:00,9.2,8,8.1,92.52,0,0,,0,0,8.7,8.7,247,1030.1,100,15.1,21,0.1,0,,Overcast,cloudy,"06350099999,06340099999,E7651,06323099999,06310099999,06344099999"
"51.751111, 4.208611",2024-02-17T10:00:00,9.8,8.7,8.2,90.21,0,0,,0,0,13.7,8.3,243,1030.8,100,17.6,76,0.3,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T11:00:00,10.4,10.4,8.3,87.11,0,0,,0,0,14.8,8.7,225,1031.1,100,17.1,127,0.5,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T12:00:00,11.1,11.1,8.5,83.97,0,0,,0,0,15.9,8.7,240,1031.8,100,23,236,0.8,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T13:00:00,11.7,11.7,8.3,79.67,0,0,,0,0,18.5,11.8,244,1032.1,100,23.6,211,0.8,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T14:00:00,12,12,7.9,76.46,0,0,,0,0,18.9,11.7,235,1032.1,98.6,28.4,162,0.6,2,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T15:00:00,12.5,12.5,7.5,71.31,0,0,,0,0,21.4,11.8,241,1032.1,97.2,30.6,132,0.5,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T16:00:00,12.1,12.1,7.4,72.62,0,0,,0,0,22,12,225,1032,100,32.1,77,0.3,1,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T17:00:00,11.7,11.7,7.6,76.07,0,0,,0,0,17.9,13.4,216,1032.1,100,32.4,16,0.1,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T18:00:00,11.5,11.5,7.8,78.43,0,0,,0,0,21.1,16.2,197,1032,100,29.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T19:00:00,11,11,8.4,83.96,0,0,,0,0,29.3,18.8,209,1032.2,100,21.8,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T20:00:00,10.8,10.8,8.7,87.13,0.027,100,rain,0,0,20.7,17.9,191,1032.1,100,25.1,0,0,0,,"Rain, Overcast",rain,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T21:00:00,10.9,10.9,8.9,87.45,0,0,,0,0,20.7,16.4,192,1032,100,21.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T22:00:00,10.9,10.9,9,87.94,0,0,,0,0,21.1,15.1,195,1031.8,100,24.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-17T23:00:00,10.8,10.8,9,88.64,0,0,,0,0,21.1,18.4,191,1031.4,100,23.9,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
"51.751111, 4.208611",2024-02-18T00:00:00,11,11,8.9,86.95,0,0,,0,0,23.8,18.6,190,1030.9,100,24.5,0,0,0,,Overcast,cloudy,"06340099999,E7651,06323099999,06310099999,06330099999,06344099999"
